N,P,K,temperature,humidity,ph,rainfall,label
18.32,61.17,28.13,24.06,40.88,7.82,50.95,chickpea
93.81,30.14,42.91,30.71,80.99,6.72,221.3,jute
29.53,59.01,31.8,17.95,52.94,7.83,45.93,chickpea
88.07,46.47,45.18,20.82,70.84,7.1,212.89,rice
122.74,45.96,36.22,21.87,44.33,7.78,69.9,cotton
89.36,65.83,81.59,24.12,59.62,6.46,64.86,potato
94.49,37.58,62.41,24.31,79.88,5.95,207.03,coffee
70.53,60.07,63.85,19.36,64.85,5.97,72.08,tomato
115.36,42.94,52.4,18.71,54.89,7.51,93.44,maize
113.16,28.29,35.52,34.73,71.26,6.72,114.66,cotton
122.54,68.74,98.13,25.03,73.7,6.48,48.49,potato
58.36,33.01,55.72,24.58,70.78,6.48,224.64,coffee
57.2,27.53,52.77,35.13,59.13,7.59,89.98,mango
90.5,62.8,94.45,19.4,63.2,6.19,35.57,tomato
20.29,47.26,27.06,17.78,41.2,7.31,38.92,chickpea
90.02,27.65,33.82,16.79,37.81,6.98,86.59,wheat
106.91,51.78,64.49,36.34,88.61,6.5,177.2,sugarcane
126.62,33.17,186.81,30.22,89.05,7.21,164.72,banana
124.46,47.32,189.49,33.42,78.39,6.11,141.63,banana
76.11,49.86,34.03,25.18,48.08,6.41,75.16,wheat
99.29,17.31,39.53,22.37,76.72,6.86,202.74,coffee
85.72,32.18,47.67,16.56,68.69,6.65,165.58,coffee
65.4,39.43,32.97,31.25,86.76,7.67,244.53,jute
88.26,55.96,45.05,25.73,71.0,6.6,99.13,maize
124.94,48.0,39.1,21.79,53.18,5.24,58.43,maize
110.94,44.88,28.06,31.31,43.35,6.37,62.03,cotton
70.02,27.03,52.4,28.27,78.2,7.16,213.57,jute
109.74,44.71,152.4,22.73,90.44,5.51,108.16,banana
90.67,62.38,47.39,31.12,67.6,6.06,298.15,rice
100.47,26.89,59.47,16.91,66.03,6.77,252.17,coffee
56.95,48.46,93.92,20.54,56.92,6.53,36.89,tomato
155.77,39.57,154.07,33.1,91.98,6.12,150.26,banana
40.76,44.62,20.13,20.49,37.03,8.0,26.42,chickpea
140.52,63.39,67.86,28.59,84.05,6.26,180.68,sugarcane
107.83,57.19,110.98,23.2,64.89,6.71,91.56,potato
90.67,28.75,28.01,20.5,45.81,7.05,48.61,wheat
120.26,30.47,191.95,21.85,84.3,5.8,166.38,banana
43.55,27.77,39.7,27.53,47.32,5.67,121.06,mango
18.32,59.98,38.49,22.29,26.37,7.16,27.23,chickpea
121.1,49.4,159.55,28.79,73.47,6.52,111.28,banana
41.94,51.97,32.32,16.62,55.33,7.62,29.08,chickpea
39.45,38.48,27.38,27.53,40.83,6.01,36.85,chickpea
30.83,38.42,19.92,13.17,59.98,7.45,38.32,chickpea
84.82,37.74,35.75,33.85,84.02,6.17,214.29,jute
95.2,46.58,50.21,23.46,43.43,6.86,61.83,wheat
127.17,62.63,64.17,26.26,70.7,6.2,158.46,sugarcane
28.09,42.5,40.03,19.15,51.16,6.71,65.78,chickpea
89.72,41.02,51.31,15.27,58.73,5.92,90.59,wheat
77.81,41.63,39.62,29.82,68.73,5.68,68.1,maize
131.27,34.45,46.7,30.36,66.21,5.94,93.52,cotton
91.4,34.95,49.91,23.87,69.0,6.29,170.2,coffee
65.36,37.69,42.24,19.06,68.59,6.86,211.11,coffee
105.01,28.1,38.57,18.42,40.82,6.43,106.7,wheat
135.12,33.06,179.73,33.23,75.22,5.34,123.57,banana
96.07,53.94,94.01,21.98,59.71,6.61,63.56,tomato
101.93,47.38,88.8,25.23,58.49,5.4,53.39,potato
125.78,71.02,119.28,16.91,82.13,6.58,67.23,potato
76.61,45.9,57.66,29.89,86.52,6.82,168.83,rice
100.2,51.41,104.59,23.41,81.24,6.38,44.78,potato
97.06,42.91,51.42,18.99,88.52,6.51,275.33,rice
100.03,71.96,94.49,20.23,81.15,5.09,68.28,potato
107.3,51.2,40.22,23.05,55.15,7.4,80.55,maize
43.54,21.1,50.49,35.55,42.21,5.48,144.21,mango
67.04,36.49,30.9,24.76,52.66,6.04,87.6,wheat
102.9,51.36,40.84,20.28,49.03,6.59,50.26,wheat
91.23,37.53,96.97,22.92,71.36,6.27,47.69,tomato
95.45,66.32,76.03,22.56,67.55,7.25,145.48,sugarcane
105.94,32.82,34.46,12.63,43.83,6.91,107.08,wheat
100.16,43.38,40.55,16.11,49.07,6.18,95.99,wheat
96.34,59.05,90.29,23.4,68.52,6.79,58.99,tomato
101.97,33.4,203.11,28.7,67.99,5.43,207.11,banana
111.63,59.6,60.58,22.04,62.88,6.78,71.85,maize
68.3,28.69,28.43,19.09,37.56,7.43,52.6,wheat
83.71,25.29,60.95,18.52,65.5,6.33,230.94,coffee
94.64,43.48,96.68,18.8,56.35,6.3,49.57,tomato
99.53,34.39,47.48,15.21,62.48,7.5,62.09,wheat
116.08,36.91,158.39,24.07,78.82,5.76,165.64,banana
25.25,48.93,39.13,18.2,43.07,7.43,30.69,chickpea
90.33,33.82,41.09,23.94,67.6,5.8,155.57,jute
23.74,44.37,25.79,23.27,48.26,6.36,34.14,chickpea
108.2,63.7,83.84,31.34,77.18,7.15,202.72,sugarcane
92.79,45.11,203.03,28.58,69.5,7.2,231.83,banana
99.66,45.68,29.87,33.78,75.78,7.6,213.44,jute
135.61,35.85,30.9,22.3,56.2,7.88,57.09,cotton
107.74,62.17,38.5,32.7,61.76,7.03,62.64,maize
63.29,50.5,41.29,10.68,42.27,7.06,89.61,wheat
79.47,31.26,58.25,22.49,59.1,6.39,243.93,coffee
129.64,29.88,29.76,32.37,37.65,7.76,104.25,cotton
20.58,55.15,21.23,29.09,51.07,6.3,34.25,chickpea
87.3,32.24,50.09,23.58,46.09,6.9,51.67,wheat
125.03,53.06,52.87,33.86,49.3,7.73,66.91,maize
65.6,37.45,44.04,35.11,80.64,6.81,176.51,jute
110.01,44.0,152.13,26.94,67.07,5.65,187.13,banana
63.52,48.18,68.67,24.94,64.96,6.43,65.78,tomato
75.72,33.69,40.07,10.71,46.15,6.88,69.37,wheat
43.16,29.54,57.0,29.69,41.58,5.35,76.05,mango
105.81,52.25,72.56,35.55,86.14,7.04,99.4,sugarcane
38.85,50.94,38.39,22.32,31.19,5.91,68.3,chickpea
116.62,54.0,55.46,28.93,69.75,6.8,72.7,maize
80.03,35.85,34.41,26.21,83.87,6.61,190.35,jute
111.28,48.68,44.08,19.63,90.47,6.16,166.96,rice
92.55,26.53,50.19,19.04,62.05,6.56,149.09,coffee
137.19,31.14,52.49,23.0,51.95,6.94,60.32,cotton
153.37,42.09,182.26,27.22,81.42,6.58,190.15,banana
65.72,35.79,52.92,18.63,76.28,6.43,149.56,coffee
95.32,60.79,83.3,31.03,74.69,6.63,130.52,sugarcane
84.55,44.27,38.37,22.49,62.94,6.09,55.66,wheat
92.25,54.71,72.83,17.1,47.2,6.74,50.72,tomato
116.01,31.83,179.56,32.37,75.23,6.27,217.04,banana
100.04,63.14,95.09,18.7,63.86,5.82,46.76,potato
96.14,49.66,41.8,17.62,56.05,7.68,98.98,maize
33.12,27.94,46.15,36.51,49.06,6.97,152.84,mango
76.72,35.83,33.5,18.04,46.76,7.67,53.74,wheat
123.76,51.64,123.42,14.4,71.45,4.95,69.42,potato
80.66,45.35,42.02,19.76,89.52,6.42,197.44,rice
100.55,71.63,54.72,29.49,87.04,6.48,153.52,sugarcane
53.17,35.79,38.73,25.53,37.34,6.53,149.14,mango
97.33,47.22,59.75,36.77,89.69,5.65,170.56,rice
26.85,62.09,35.02,27.36,46.58,6.32,57.19,chickpea
28.07,46.11,26.26,19.45,62.35,5.86,30.17,chickpea
22.99,57.29,37.05,19.52,32.22,5.99,28.71,chickpea
119.84,36.09,57.63,21.56,81.25,7.51,155.93,sugarcane
123.17,47.2,61.02,29.04,67.12,5.35,260.18,rice
118.65,48.85,28.83,19.23,36.47,6.79,105.25,cotton
87.35,30.91,47.59,20.84,58.35,6.59,189.79,coffee
84.53,51.09,55.24,36.33,82.86,5.77,249.47,rice
80.02,47.14,62.96,21.51,71.0,6.1,248.34,rice
37.25,27.08,55.75,31.72,55.25,7.51,108.24,mango
85.54,38.56,38.51,9.15,57.87,7.52,43.22,wheat
121.72,44.89,39.27,31.89,74.4,6.26,53.29,cotton
94.94,41.01,50.75,17.47,69.84,7.6,115.09,maize
146.68,48.01,175.69,25.32,91.58,6.51,175.67,banana
101.13,49.45,62.87,20.75,54.6,6.63,35.33,tomato
116.21,70.96,72.55,21.18,74.98,6.55,97.47,sugarcane
117.78,30.36,158.1,27.45,90.82,5.86,139.37,banana
75.16,51.51,51.72,15.77,54.35,6.67,91.47,wheat
123.51,70.21,108.1,20.1,80.9,6.05,75.3,potato
66.27,46.84,51.18,17.46,53.72,7.47,107.42,wheat
101.97,48.39,49.32,26.47,47.16,7.56,56.54,maize
75.36,43.31,46.53,22.29,60.64,7.5,73.8,maize
100.93,29.12,207.09,20.62,85.41,6.47,176.83,banana
30.11,28.1,50.53,23.49,49.03,6.89,123.62,mango
103.34,48.5,55.34,31.16,61.64,7.02,109.48,maize
102.57,41.96,78.85,29.59,61.98,7.16,121.53,sugarcane
124.11,40.46,44.71,28.14,72.18,6.52,53.53,cotton
100.6,62.33,56.69,26.84,63.79,6.15,67.03,tomato
86.73,41.19,61.44,35.07,87.21,6.28,223.17,rice
103.38,46.67,31.08,33.07,66.62,7.55,53.76,cotton
83.52,28.8,31.43,9.1,55.92,6.34,89.54,wheat
110.51,68.23,113.78,22.67,80.1,4.94,77.82,potato
157.23,44.35,175.91,25.67,75.44,6.65,181.43,banana
30.23,55.25,40.06,22.8,30.04,5.71,47.36,chickpea
41.69,19.76,37.92,25.85,49.43,6.52,84.96,mango
126.59,28.84,35.24,34.79,58.2,6.46,82.73,cotton
117.85,63.27,95.65,16.52,76.37,6.62,57.25,potato
55.43,46.09,30.4,34.89,91.66,7.13,204.27,jute
90.41,33.92,50.57,27.27,80.42,6.71,255.07,jute
115.81,39.64,45.03,26.19,48.12,5.41,105.3,maize
125.37,64.22,95.78,16.25,76.38,5.28,43.05,potato
71.83,30.08,44.17,27.48,88.4,7.0,249.39,jute
90.95,49.64,32.6,24.82,91.54,6.85,182.55,jute
86.02,63.02,108.28,17.49,78.29,6.5,88.08,potato
107.63,34.67,148.68,20.83,92.3,5.46,121.24,banana
104.09,55.11,76.8,13.7,78.74,5.17,73.47,potato
152.65,32.42,155.23,27.66,92.88,6.23,148.02,banana
63.22,30.67,43.11,23.6,88.4,7.35,145.41,jute
93.15,41.77,43.19,36.29,76.06,7.34,207.66,jute
115.35,51.73,168.19,28.38,80.59,6.98,152.99,banana
156.4,62.26,59.42,21.62,83.1,7.72,97.78,sugarcane
85.17,51.78,39.85,13.61,49.41,6.48,57.09,wheat
100.82,41.82,89.68,19.29,68.41,6.54,49.29,tomato
94.98,40.73,83.67,33.51,85.07,7.01,137.41,sugarcane
114.76,48.4,49.38,37.15,84.54,6.86,303.5,rice
101.61,53.5,107.9,21.76,59.21,5.5,80.88,potato
117.74,43.77,45.38,22.48,79.48,6.61,172.01,rice
81.57,34.16,43.35,27.68,72.74,7.05,186.21,jute
109.67,51.63,111.78,24.6,72.63,5.16,76.67,potato
95.4,51.13,44.89,23.91,75.49,5.94,213.23,jute
112.85,27.58,175.49,24.22,74.54,7.08,124.89,banana
89.69,54.54,79.64,21.58,66.82,6.19,44.82,tomato
32.6,40.95,34.03,20.45,38.54,6.33,62.21,chickpea
85.03,64.96,107.1,21.03,62.37,5.9,73.16,potato
109.97,35.65,43.46,22.35,71.36,5.46,52.95,cotton
101.05,57.8,45.18,34.08,79.85,5.5,141.55,rice
28.51,35.02,58.7,24.62,38.93,7.5,76.64,mango
61.33,29.23,28.92,31.02,87.92,6.28,256.36,jute
107.67,40.51,48.47,32.15,47.94,7.42,63.73,maize
101.8,41.46,57.2,25.0,62.46,6.87,81.14,tomato
103.62,63.61,116.98,20.63,76.46,5.32,95.99,potato
99.28,44.87,163.21,31.77,90.89,6.93,146.91,banana
87.85,68.32,101.39,18.62,74.22,5.83,41.05,potato
107.44,53.9,44.03,22.67,48.19,7.25,84.77,maize
98.81,41.4,42.95,32.11,48.58,5.16,93.59,cotton
91.84,48.28,89.72,24.25,67.69,6.46,65.56,potato
57.58,39.37,51.6,29.83,55.14,6.57,104.47,mango
38.67,54.88,22.21,26.01,35.23,7.67,50.57,chickpea
31.58,19.38,60.07,27.74,50.61,7.2,99.97,mango
102.95,31.43,38.94,22.0,36.27,5.29,112.94,cotton
143.46,50.15,86.38,22.19,75.11,5.93,141.5,sugarcane
105.9,36.74,31.24,26.19,81.84,6.88,164.88,jute
40.42,31.02,55.29,29.56,40.64,5.43,106.54,mango
101.47,60.87,75.89,20.45,56.91,6.91,66.18,tomato
91.8,47.61,48.44,20.2,69.38,6.58,255.33,rice
26.87,44.05,22.07,26.64,39.31,6.96,34.89,chickpea
85.58,52.79,105.2,19.05,67.08,5.86,95.56,potato
114.53,34.84,30.59,30.84,40.83,7.65,65.61,cotton
134.78,48.08,101.13,23.58,65.2,7.5,173.51,sugarcane
66.51,44.35,63.45,29.17,67.31,6.85,78.81,tomato
123.92,69.68,92.13,23.71,81.92,5.28,72.16,potato
77.54,47.93,85.54,25.92,70.3,6.16,66.8,tomato
100.33,44.74,32.63,21.09,53.66,6.38,113.68,cotton
82.2,24.76,51.36,28.66,79.6,6.48,189.35,coffee
122.96,62.16,93.55,23.51,65.5,6.73,120.56,sugarcane
117.14,52.17,71.52,20.69,79.45,7.48,202.73,sugarcane
155.15,30.93,175.68,23.73,86.17,6.79,156.64,banana
86.03,55.36,107.53,13.93,71.85,6.35,72.18,potato
136.74,41.06,196.39,25.85,92.61,6.95,141.47,banana
30.01,41.6,27.72,23.78,54.18,6.33,64.61,chickpea
78.82,47.26,56.18,22.77,86.56,6.26,273.8,rice
102.93,42.92,46.59,35.94,40.05,8.14,91.6,cotton
147.46,34.63,176.95,23.0,74.21,5.4,188.54,banana
100.98,45.21,57.07,30.65,76.72,5.46,273.12,rice
26.64,33.91,60.12,36.62,48.66,5.88,146.93,mango
109.02,69.28,116.63,18.63,58.25,6.59,58.23,potato
138.34,73.28,104.21,23.1,81.16,6.39,166.8,sugarcane
35.69,39.23,21.11,15.29,61.87,8.08,61.03,chickpea
69.94,60.09,75.36,21.39,70.77,6.75,84.25,tomato
22.59,53.19,21.36,19.18,52.33,7.04,51.93,chickpea
149.0,47.11,149.39,21.35,90.79,5.54,155.86,banana
93.43,50.62,39.64,34.0,68.35,7.08,146.83,rice
20.22,53.85,37.21,29.45,62.49,6.41,26.09,chickpea
61.13,37.79,63.12,28.69,68.22,6.42,84.38,tomato
75.39,52.07,76.92,19.87,58.03,6.34,64.54,potato
23.52,61.25,27.76,17.9,60.77,7.4,52.68,chickpea
136.48,44.83,40.31,26.6,67.3,7.7,101.7,cotton
149.88,31.44,155.87,28.05,88.94,5.43,215.61,banana
147.63,41.39,180.35,26.71,86.83,6.08,215.75,banana
115.17,50.79,109.24,22.27,64.8,6.48,52.31,potato
55.91,44.9,62.17,21.65,72.46,6.07,50.58,tomato
103.08,37.03,37.91,33.93,67.34,7.64,121.38,maize
67.25,30.51,51.54,15.59,42.84,7.43,68.45,wheat
96.75,55.36,39.12,24.45,47.73,6.96,77.81,maize
88.38,37.79,58.21,19.11,48.35,7.17,78.3,maize
68.34,40.06,37.85,22.0,66.82,6.44,207.88,coffee
106.52,30.92,35.22,26.14,45.09,8.37,67.43,cotton
64.41,38.29,44.79,31.84,39.16,7.47,114.06,mango
76.91,23.42,40.58,24.27,76.34,6.59,170.9,coffee
88.76,58.76,39.77,37.23,84.31,6.54,145.14,rice
94.73,27.06,40.28,24.45,42.53,7.12,67.35,cotton
63.03,38.95,58.88,25.2,43.99,6.75,127.72,mango
98.67,43.64,37.81,28.47,58.31,6.28,70.5,maize
92.92,42.64,41.85,26.4,71.34,6.62,195.78,coffee
131.92,52.39,86.49,26.4,80.87,7.66,209.78,sugarcane
55.98,41.27,38.7,31.29,86.01,6.41,217.73,jute
118.7,45.24,76.72,36.42,72.8,6.69,182.02,sugarcane
38.1,31.68,46.92,25.03,52.23,7.15,137.18,mango
74.32,38.83,27.7,34.7,75.79,6.16,188.2,jute
37.36,38.05,61.19,31.37,53.21,6.21,64.97,mango
99.43,47.77,74.46,21.9,60.08,5.84,77.74,potato
57.48,30.63,55.35,23.84,58.98,7.06,75.45,mango
124.95,52.58,40.82,33.47,58.71,7.67,95.11,cotton
38.03,56.35,39.25,29.18,33.03,6.13,51.43,chickpea
117.33,36.75,27.98,24.23,40.28,5.46,88.96,cotton
55.82,39.3,40.77,27.17,40.81,5.95,87.07,mango
91.5,70.86,94.71,24.03,69.02,5.34,91.04,potato
91.06,57.96,39.26,16.71,72.94,7.46,119.86,maize
77.02,46.53,51.03,24.35,88.96,6.22,277.38,rice
57.18,19.89,38.05,24.33,78.63,6.3,146.79,coffee
128.7,67.23,62.38,21.8,56.33,6.8,110.31,sugarcane
56.82,48.3,28.51,34.95,68.12,6.02,158.42,jute
66.51,21.17,38.84,25.75,61.84,6.09,157.06,coffee
108.73,40.36,44.15,20.45,74.37,6.59,305.01,rice
101.68,36.19,37.0,27.81,66.13,5.14,113.11,cotton
79.27,38.34,35.44,17.92,48.21,6.94,100.88,wheat
110.41,45.12,58.64,33.44,77.07,5.84,260.59,rice
99.94,46.1,62.31,32.03,59.68,7.46,113.74,sugarcane
98.75,46.35,73.41,20.37,55.48,6.78,34.55,tomato
105.4,43.12,183.98,27.81,70.23,6.55,208.88,banana
100.89,69.4,72.67,26.19,62.93,6.85,176.27,sugarcane
99.14,50.87,45.42,17.82,64.28,5.29,72.5,maize
124.89,49.96,49.84,36.68,76.9,6.05,241.53,rice
99.55,60.22,40.74,34.89,69.5,5.57,231.6,rice
76.96,60.82,45.11,33.78,72.07,5.57,106.76,maize
103.25,51.5,62.6,20.41,48.97,6.66,76.65,maize
115.46,72.39,94.33,15.4,60.52,5.94,68.06,potato
40.34,44.23,17.68,26.16,52.89,7.12,61.85,chickpea
55.83,55.44,105.2,19.85,59.05,6.26,54.3,tomato
39.71,42.24,35.37,25.95,36.99,7.01,34.9,chickpea
76.0,26.66,37.91,18.82,78.04,6.38,259.13,coffee
61.96,35.88,50.72,25.31,53.87,6.74,130.37,mango
38.44,20.86,57.71,23.14,54.54,7.45,112.25,mango
34.0,24.2,48.69,26.97,37.55,6.91,123.56,mango
104.09,54.92,81.89,18.22,60.34,6.86,65.35,tomato
86.37,47.26,45.11,28.97,84.91,7.07,135.87,jute
69.2,52.27,45.41,19.66,45.0,6.36,45.07,wheat
98.21,38.23,39.17,23.0,53.7,5.64,125.35,maize
99.17,54.17,55.88,29.12,50.63,6.12,84.7,tomato
82.64,57.21,84.04,20.62,59.64,5.3,75.76,potato
116.3,41.68,89.71,22.59,73.33,7.32,172.22,sugarcane
28.86,33.87,55.34,24.61,46.5,5.31,118.02,mango
108.33,63.89,96.2,18.45,70.94,4.87,51.93,potato
120.97,55.74,62.04,33.0,89.54,5.5,270.32,rice
93.7,39.4,31.0,33.22,84.25,7.63,203.82,jute
102.09,30.36,48.11,33.8,64.31,8.25,70.09,cotton
72.04,43.39,35.88,32.11,87.16,7.39,158.31,jute
93.93,55.97,51.38,36.0,87.29,6.21,200.89,rice
63.93,38.23,57.67,31.9,62.56,6.35,136.05,mango
105.19,50.26,33.3,35.37,70.59,7.44,158.83,jute
42.21,41.4,43.19,35.53,62.85,5.33,115.56,mango
95.53,45.26,39.03,18.33,76.01,5.31,159.77,rice
105.62,37.84,41.02,24.79,85.04,7.41,238.82,jute
116.57,64.64,85.34,30.75,80.3,7.24,200.15,sugarcane
55.71,22.89,61.46,26.95,39.7,5.82,70.96,mango
89.38,49.39,92.72,18.25,58.61,6.23,57.9,tomato
18.61,46.8,38.07,25.21,62.45,6.81,56.95,chickpea
94.03,62.91,40.97,25.34,59.46,7.28,121.87,maize
96.81,41.62,164.04,32.89,86.64,6.26,160.87,banana
106.62,52.19,53.9,19.4,77.81,5.36,223.83,rice
127.19,33.75,169.33,25.96,77.19,7.01,174.74,banana
127.89,37.03,188.26,30.73,79.55,6.1,180.06,banana
93.2,34.41,35.71,24.24,50.52,7.42,71.52,wheat
108.07,42.46,62.46,17.69,68.56,6.74,70.1,maize
101.79,47.05,118.12,17.88,60.64,5.63,64.1,potato
132.33,52.92,36.04,24.1,53.17,7.91,99.86,cotton
80.44,61.12,47.34,23.62,79.7,6.57,313.85,rice
136.47,34.14,41.28,28.9,59.0,5.31,63.46,cotton
154.82,66.23,76.06,24.23,84.96,6.04,195.45,sugarcane
102.88,50.04,65.47,21.1,57.61,6.0,68.36,tomato
72.08,44.23,44.47,26.48,46.64,6.6,95.29,wheat
27.73,28.06,62.14,23.12,47.88,5.31,78.05,mango
38.49,39.41,30.33,21.85,47.89,8.0,53.14,chickpea
71.63,45.3,32.31,9.57,60.09,7.27,55.49,wheat
85.33,59.54,46.0,32.7,52.39,6.66,92.86,maize
30.33,51.92,40.33,29.71,55.87,5.87,39.43,chickpea
56.19,25.98,49.88,31.99,58.38,5.98,84.15,mango
56.33,46.45,28.87,19.3,56.66,6.48,43.21,wheat
94.96,51.61,55.71,27.67,90.58,6.09,253.68,rice
33.41,36.4,42.2,26.11,44.98,7.4,135.13,mango
38.11,59.28,23.95,28.31,58.6,6.8,66.11,chickpea
118.2,34.77,202.3,26.83,82.97,6.63,218.28,banana
151.64,61.94,70.5,30.29,83.29,6.7,191.57,sugarcane
30.85,56.12,42.08,27.39,49.74,7.22,52.19,chickpea
112.74,56.88,56.83,27.12,78.87,5.74,253.24,rice
58.41,37.45,94.67,23.64,67.35,6.05,55.19,tomato
95.11,45.26,92.71,18.4,61.58,6.27,62.04,tomato
23.33,62.16,26.92,13.51,26.55,7.14,69.65,chickpea
48.02,42.57,39.46,30.18,52.41,6.0,68.33,mango
57.09,50.28,37.76,26.61,84.49,7.18,174.42,jute
53.32,32.06,48.04,36.55,44.55,6.27,151.78,mango
98.43,32.91,52.98,19.27,63.3,6.37,165.92,coffee
96.92,27.57,28.42,25.19,84.04,6.99,177.27,jute
154.79,37.98,187.78,23.45,87.82,6.87,143.38,banana
40.2,33.34,50.15,35.74,47.64,5.41,93.19,mango
57.3,45.4,34.07,26.62,92.83,6.53,201.39,jute
81.89,43.29,39.18,34.9,68.97,7.69,139.35,jute
77.63,54.26,97.24,21.03,70.33,6.26,49.57,potato
49.4,21.71,45.48,25.15,55.11,6.54,135.52,mango
151.33,35.16,197.62,29.39,72.08,5.52,196.35,banana
100.18,21.52,53.25,23.92,73.26,6.47,228.03,coffee
129.89,55.07,86.06,35.27,78.98,6.81,168.87,sugarcane
97.09,20.82,57.0,18.89,70.73,6.21,217.85,coffee
93.8,29.52,50.41,21.9,38.78,7.12,83.56,wheat
138.98,27.58,146.94,30.82,76.79,6.58,201.09,banana
55.03,30.44,41.54,28.07,92.5,7.35,154.08,jute
43.69,42.84,44.19,31.11,50.48,7.39,91.89,mango
62.63,48.31,27.84,15.42,59.64,7.12,77.13,wheat
91.71,50.24,56.28,18.6,71.32,5.99,67.02,tomato
91.26,57.07,104.74,16.74,71.76,6.29,77.58,tomato
105.18,36.15,43.59,16.99,62.65,5.96,69.3,wheat
83.31,62.26,124.62,23.91,57.66,5.31,42.72,potato
147.09,38.56,62.32,25.18,84.01,6.06,198.81,sugarcane
94.09,19.18,52.58,27.65,76.27,6.31,162.12,coffee
81.38,31.42,48.27,19.14,43.85,7.59,49.99,wheat
68.43,48.24,41.51,29.36,74.78,6.37,185.5,jute
92.77,66.75,87.73,23.42,58.98,6.22,95.28,potato
118.17,56.87,72.46,31.85,68.62,6.52,165.21,sugarcane
105.2,51.4,43.6,35.27,39.76,7.15,107.72,cotton
147.48,36.89,83.09,31.82,65.35,7.46,116.24,sugarcane
93.92,50.22,43.97,10.18,44.68,7.56,48.27,wheat
110.13,44.12,45.97,17.54,59.95,5.61,84.7,maize
57.02,26.17,40.26,23.48,58.92,7.22,91.83,mango
115.35,64.6,95.67,34.83,64.14,6.8,114.05,sugarcane
107.22,55.0,55.35,24.15,78.28,5.99,93.18,sugarcane
140.46,50.71,202.25,22.54,72.31,6.75,187.03,banana
85.79,61.57,87.21,20.33,61.46,6.61,90.15,potato
99.36,56.34,98.49,32.36,65.71,6.02,202.09,sugarcane
136.99,36.15,40.97,27.01,35.73,6.99,101.09,cotton
21.79,39.38,21.41,26.29,61.14,8.11,38.32,chickpea
59.03,24.95,44.05,36.61,52.19,5.52,89.64,mango
31.92,58.76,36.99,24.48,35.78,6.95,40.01,chickpea
57.73,56.35,91.79,19.95,56.23,6.88,39.43,tomato
155.55,36.85,158.16,25.74,74.83,6.59,187.48,banana
98.84,28.37,146.69,21.86,88.73,6.34,228.16,banana
122.64,49.16,42.12,25.11,77.25,5.53,159.26,rice
147.49,36.76,93.0,25.2,75.71,6.26,105.2,sugarcane
104.15,32.32,204.18,21.77,83.5,5.39,115.01,banana
24.58,62.47,22.75,19.29,42.25,6.03,42.17,chickpea
73.93,47.09,47.87,9.91,52.83,7.65,68.64,wheat
42.47,45.77,29.55,14.75,45.86,7.26,36.17,chickpea
94.32,28.95,38.2,20.39,46.25,7.26,72.56,cotton
122.6,67.48,89.92,20.33,59.96,7.28,166.31,sugarcane
89.54,65.48,88.7,20.0,70.69,5.26,55.11,potato
132.06,60.0,86.36,24.02,58.32,6.18,105.07,sugarcane
100.88,47.14,107.13,14.91,69.45,5.28,58.0,potato
68.21,29.38,44.32,21.7,71.22,6.55,257.24,coffee
125.41,58.28,56.28,26.89,70.97,7.07,194.07,rice
90.76,25.66,37.21,17.6,69.92,6.08,199.3,coffee
96.5,39.08,203.85,22.57,72.24,6.45,232.38,banana
123.24,33.36,165.23,20.58,76.13,5.51,121.69,banana
66.92,38.26,49.14,22.65,77.03,6.28,166.0,coffee
95.54,50.33,165.98,22.65,72.86,5.94,130.79,banana
58.66,28.95,27.97,30.55,71.04,7.35,251.86,jute
95.41,27.81,46.82,20.29,66.54,6.73,226.2,coffee
104.83,48.11,50.76,35.47,44.23,6.13,62.94,cotton
41.22,42.18,21.67,25.7,53.8,7.52,25.94,chickpea
28.24,28.14,45.92,36.44,54.97,7.08,114.04,mango
127.44,60.4,61.26,28.53,62.68,7.42,193.57,sugarcane
116.92,52.44,102.04,24.18,67.19,5.61,96.51,potato
85.16,47.62,59.19,22.31,68.52,5.82,184.75,rice
37.06,41.58,50.18,27.56,47.51,6.37,148.36,mango
105.74,50.8,98.89,28.34,60.48,6.35,62.75,tomato
103.24,46.02,51.9,24.41,73.96,6.35,65.48,cotton
105.7,39.26,48.89,35.56,47.33,5.63,99.31,cotton
102.32,49.33,77.64,28.68,71.95,6.88,76.58,tomato
99.04,61.94,53.97,27.41,69.88,5.77,184.98,rice
94.28,40.9,95.49,26.81,84.9,7.01,166.06,sugarcane
105.31,38.92,29.41,18.71,40.29,7.24,75.5,wheat
103.87,47.33,167.3,20.96,71.36,6.08,198.33,banana
104.07,59.77,94.66,20.81,60.24,5.09,52.2,potato
75.66,57.05,119.87,15.76,60.67,5.49,60.33,potato
70.08,39.24,45.89,32.02,79.04,6.77,140.62,jute
80.14,62.01,60.62,31.39,73.91,7.16,279.36,rice
67.21,50.06,50.61,36.08,71.71,6.25,216.1,jute
80.3,46.15,38.95,11.95,56.38,6.03,55.41,wheat
65.61,55.11,98.29,24.35,56.21,6.08,40.99,tomato
31.11,22.82,51.59,26.2,53.63,7.0,93.13,mango
23.94,46.66,27.98,25.68,61.6,6.54,46.25,chickpea
54.21,53.29,68.71,22.93,54.74,6.92,46.0,tomato
90.03,60.95,65.73,19.13,65.53,6.4,65.16,tomato
109.8,55.08,76.46,28.38,83.84,6.21,88.6,sugarcane
